"MODULE_CD"|"COL_NM"|"COL_KOR_NM"|"FORMAT_DC"|"COLSIZE_VR"|"RCODE_DC"|"KEY_VAL_YN"|"COL_SQ"|"TABLE_ID"|"TABLE_NM"
BP|UPDATE_DTS|수정일시|DATE||||15|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|ACTIVITY_CD|활동유형코드|VARCHAR2|(7)|||12|BP_DIST_LOG|사업계획배부로그
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_DIST_LOG|사업계획배부로그
BP|CC_CD|비용센터코드|VARCHAR2|(20)|||9|BP_DIST_LOG|사업계획배부로그
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_DIST_LOG|사업계획배부로그
BP|DIST_AMT|배부금액|NUMBER|(19,4)|||13|BP_DIST_LOG|사업계획배부로그
BP|DIST_SQ|배부순번|NUMBER|(10,0)||Y|5|BP_DIST_LOG|사업계획배부로그
BP|DIST_TP|배부유형|VARCHAR2|(3)||Y|4|BP_DIST_LOG|사업계획배부로그
BP|DRCRFG_CD|차대구분코드|VARCHAR2|(5)|||8|BP_DIST_LOG|사업계획배부로그
BP|ELEMENT_CD|원가요소코드|VARCHAR2|(20)|||11|BP_DIST_LOG|사업계획배부로그
BP|INSERT_DTS|등록일시|DATE||||17|BP_DIST_LOG|사업계획배부로그
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||14|BP_DIST_LOG|사업계획배부로그
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||15|BP_DIST_LOG|사업계획배부로그
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||16|BP_DIST_LOG|사업계획배부로그
BP|LINE_SQ|라인순번|NUMBER|(10,0)||Y|6|BP_DIST_LOG|사업계획배부로그
BP|PCA_CD|손익센터코드|VARCHAR2|(20)|||10|BP_DIST_LOG|사업계획배부로그
BP|PLAN_YM|계획년월|VARCHAR2|(6)|||7|BP_DIST_LOG|사업계획배부로그
BP|UPDATE_DTS|수정일시|DATE||||21|BP_DIST_LOG|사업계획배부로그
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||18|BP_DIST_LOG|사업계획배부로그
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||19|BP_DIST_LOG|사업계획배부로그
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||20|BP_DIST_LOG|사업계획배부로그
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_DIST_LOG|사업계획배부로그
BP|ACTION_SQ|실행순번|NUMBER|(10,0)|||6|BP_DIST_MST|사업계획배부마스터
BP|ADJT_AMT|조정금액|NUMBER|(19,4)|||19|BP_DIST_MST|사업계획배부마스터
BP|ADJT_RT|조정비율|NUMBER|(19,6)|||18|BP_DIST_MST|사업계획배부마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_DIST_MST|사업계획배부마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_DIST_MST|사업계획배부마스터
BP|DISTBISC_CD|배부기준코드|VARCHAR2|(7)|||17|BP_DIST_MST|사업계획배부마스터
BP|DIST_SQ|배부순번|NUMBER|(10,0)||Y|5|BP_DIST_MST|사업계획배부마스터
BP|DIST_ST|배부상태|VARCHAR2|(5)|||21|BP_DIST_MST|사업계획배부마스터
BP|DIST_TP|배부유형|VARCHAR2|(3)||Y|4|BP_DIST_MST|사업계획배부마스터
BP|FROM_YM|계획시작연월|VARCHAR2|(6)|||11|BP_DIST_MST|사업계획배부마스터
BP|INSERT_DTS|등록일시|DATE||||25|BP_DIST_MST|사업계획배부마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||22|BP_DIST_MST|사업계획배부마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||23|BP_DIST_MST|사업계획배부마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||24|BP_DIST_MST|사업계획배부마스터
BP|RECV_CD|리시버코드|VARCHAR2|(20)|||14|BP_DIST_MST|사업계획배부마스터
BP|RECV_ELEMENT_CD|리시버원가요소코드|VARCHAR2|(20)|||16|BP_DIST_MST|사업계획배부마스터
BP|RECV_ELEMENT_TP|리시버원가요소유형|VARCHAR2|(3)|||15|BP_DIST_MST|사업계획배부마스터
BP|RECV_TP|리시버유형|VARCHAR2|(3)|||13|BP_DIST_MST|사업계획배부마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||20|BP_DIST_MST|사업계획배부마스터
BP|SENDER_CD|센더코드|VARCHAR2|(20)|||8|BP_DIST_MST|사업계획배부마스터
BP|SENDER_ELEMENT_CD|센더원가요소코드|VARCHAR2|(20)|||10|BP_DIST_MST|사업계획배부마스터
BP|SENDER_ELEMENT_TP|센더원가요소유형|VARCHAR2|(3)|||9|BP_DIST_MST|사업계획배부마스터
BP|SENDER_TP|센더유형|VARCHAR2|(3)|||7|BP_DIST_MST|사업계획배부마스터
BP|TO_YM|계획종료연월|VARCHAR2|(6)|||12|BP_DIST_MST|사업계획배부마스터
BP|UPDATE_DTS|수정일시|DATE||||29|BP_DIST_MST|사업계획배부마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||26|BP_DIST_MST|사업계획배부마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||27|BP_DIST_MST|사업계획배부마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||28|BP_DIST_MST|사업계획배부마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_DIST_MST|사업계획배부마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EMPCNT_DTL|인원계획디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EMPCNT_DTL|인원계획디테일
BP|INSERT_DTS|등록일시|DATE||||10|BP_EMPCNT_DTL|인원계획디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_EMPCNT_DTL|인원계획디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_EMPCNT_DTL|인원계획디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_EMPCNT_DTL|인원계획디테일
BP|NOPL_CNT|인원수|NUMBER|(10,0)|||6|BP_EMPCNT_DTL|인원계획디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_EMPCNT_DTL|인원계획디테일
BP|PLAN_YM|계획년월|VARCHAR2|(6)||Y|5|BP_EMPCNT_DTL|인원계획디테일
BP|UPDATE_DTS|수정일시|DATE||||14|BP_EMPCNT_DTL|인원계획디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_EMPCNT_DTL|인원계획디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_EMPCNT_DTL|인원계획디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_EMPCNT_DTL|인원계획디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EMPCNT_DTL|인원계획디테일
BP|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||5|BP_EMPCNT_MST|인원계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EMPCNT_MST|인원계획마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EMPCNT_MST|인원계획마스터
BP|DEPT_CD|부서코드|VARCHAR2|(20)|||6|BP_EMPCNT_MST|인원계획마스터
BP|DUTY_CD|직무코드|VARCHAR2|(5)|||9|BP_EMPCNT_MST|인원계획마스터
BP|INSERT_DTS|등록일시|DATE||||16|BP_EMPCNT_MST|인원계획마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||13|BP_EMPCNT_MST|인원계획마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||14|BP_EMPCNT_MST|인원계획마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||15|BP_EMPCNT_MST|인원계획마스터
BP|JKND_CD|직종코드|VARCHAR2|(5)|||11|BP_EMPCNT_MST|인원계획마스터
BP|OGRP_CD|직군코드|VARCHAR2|(5)|||10|BP_EMPCNT_MST|인원계획마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_EMPCNT_MST|인원계획마스터
BP|POSI_CD|직위코드|VARCHAR2|(5)|||7|BP_EMPCNT_MST|인원계획마스터
BP|PSTN_CD|직급코드|VARCHAR2|(5)|||8|BP_EMPCNT_MST|인원계획마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||12|BP_EMPCNT_MST|인원계획마스터
BP|UPDATE_DTS|수정일시|DATE||||20|BP_EMPCNT_MST|인원계획마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||17|BP_EMPCNT_MST|인원계획마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||18|BP_EMPCNT_MST|인원계획마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||19|BP_EMPCNT_MST|인원계획마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EMPCNT_MST|인원계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EMPPAY_DTL|급여테이블계획디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EMPPAY_DTL|급여테이블계획디테일
BP|INSERT_DTS|등록일시|DATE||||10|BP_EMPPAY_DTL|급여테이블계획디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_EMPPAY_DTL|급여테이블계획디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_EMPPAY_DTL|급여테이블계획디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_EMPPAY_DTL|급여테이블계획디테일
BP|PAYIEM_CD|급여항목코드|VARCHAR2|(10)||Y|5|BP_EMPPAY_DTL|급여테이블계획디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_EMPPAY_DTL|급여테이블계획디테일
BP|UPDATE_DTS|수정일시|DATE||||14|BP_EMPPAY_DTL|급여테이블계획디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_EMPPAY_DTL|급여테이블계획디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_EMPPAY_DTL|급여테이블계획디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_EMPPAY_DTL|급여테이블계획디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EMPPAY_DTL|급여테이블계획디테일
BP|WGS_AMT|급여금액|NUMBER|(19,4)|||6|BP_EMPPAY_DTL|급여테이블계획디테일
BP|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||5|BP_EMPPAY_MST|급여테이블계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EMPPAY_MST|급여테이블계획마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EMPPAY_MST|급여테이블계획마스터
BP|DEPT_CD|부서코드|VARCHAR2|(20)|||6|BP_EMPPAY_MST|급여테이블계획마스터
BP|DUTY_CD|직무코드|VARCHAR2|(5)|||9|BP_EMPPAY_MST|급여테이블계획마스터
BP|EXCH_CD|환종코드|VARCHAR2|(5)|||12|BP_EMPPAY_MST|급여테이블계획마스터
BP|INSERT_DTS|등록일시|DATE||||17|BP_EMPPAY_MST|급여테이블계획마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||14|BP_EMPPAY_MST|급여테이블계획마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||15|BP_EMPPAY_MST|급여테이블계획마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||16|BP_EMPPAY_MST|급여테이블계획마스터
BP|JKND_CD|직종코드|VARCHAR2|(5)|||11|BP_EMPPAY_MST|급여테이블계획마스터
BP|OGRP_CD|직군코드|VARCHAR2|(5)|||10|BP_EMPPAY_MST|급여테이블계획마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_EMPPAY_MST|급여테이블계획마스터
BP|POSI_CD|직위코드|VARCHAR2|(5)|||7|BP_EMPPAY_MST|급여테이블계획마스터
BP|PSTN_CD|직급코드|VARCHAR2|(5)|||8|BP_EMPPAY_MST|급여테이블계획마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||13|BP_EMPPAY_MST|급여테이블계획마스터
BP|UPDATE_DTS|수정일시|DATE||||21|BP_EMPPAY_MST|급여테이블계획마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||18|BP_EMPPAY_MST|급여테이블계획마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||19|BP_EMPPAY_MST|급여테이블계획마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||20|BP_EMPPAY_MST|급여테이블계획마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EMPPAY_MST|급여테이블계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EXCHANGE_DTL|계획환율디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EXCHANGE_DTL|계획환율디테일
BP|EXRT_RT|환율|NUMBER|(19,6)|||6|BP_EXCHANGE_DTL|계획환율디테일
BP|INSERT_DTS|등록일시|DATE||||10|BP_EXCHANGE_DTL|계획환율디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_EXCHANGE_DTL|계획환율디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_EXCHANGE_DTL|계획환율디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_EXCHANGE_DTL|계획환율디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(5,0)||Y|4|BP_EXCHANGE_DTL|계획환율디테일
BP|PLAN_YM|계획년월|VARCHAR2|(6)||Y|5|BP_EXCHANGE_DTL|계획환율디테일
BP|UPDATE_DTS|수정일시|DATE||||14|BP_EXCHANGE_DTL|계획환율디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_EXCHANGE_DTL|계획환율디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_EXCHANGE_DTL|계획환율디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_EXCHANGE_DTL|계획환율디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EXCHANGE_DTL|계획환율디테일
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EXCHANGE_MST|계획환율마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EXCHANGE_MST|계획환율마스터
BP|INSERT_DTS|등록일시|DATE||||11|BP_EXCHANGE_MST|계획환율마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||8|BP_EXCHANGE_MST|계획환율마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||9|BP_EXCHANGE_MST|계획환율마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|BP_EXCHANGE_MST|계획환율마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(5,0)||Y|4|BP_EXCHANGE_MST|계획환율마스터
BP|STDRCRNCY_CD|기준통화코드|VARCHAR2|(5)|||6|BP_EXCHANGE_MST|계획환율마스터
BP|TRCRNC_AMT|거래통화금액|NUMBER|(19,4)|||7|BP_EXCHANGE_MST|계획환율마스터
BP|TRCRNC_CD|거래통화코드|VARCHAR2|(5)|||5|BP_EXCHANGE_MST|계획환율마스터
BP|UPDATE_DTS|수정일시|DATE||||15|BP_EXCHANGE_MST|계획환율마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|BP_EXCHANGE_MST|계획환율마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|BP_EXCHANGE_MST|계획환율마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|BP_EXCHANGE_MST|계획환율마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EXCHANGE_MST|계획환율마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EXPLAN_MST|
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EXPLAN_MST|
BP|DUFE_RT|관세율|NUMBER|(19,6)|||9|BP_EXPLAN_MST|
BP|ETCCT_RT|기타비용율|NUMBER|(19,6)|||12|BP_EXPLAN_MST|
BP|FARE_RT|운임율|NUMBER|(19,6)|||10|BP_EXPLAN_MST|
BP|INSERT_DTS|등록일시|DATE||||17|BP_EXPLAN_MST|
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||14|BP_EXPLAN_MST|
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||15|BP_EXPLAN_MST|
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||16|BP_EXPLAN_MST|
BP|INSU_RT|보험율|NUMBER|(19,6)|||11|BP_EXPLAN_MST|
BP|ITEM_CD|품목코드|VARCHAR2|(50)|||6|BP_EXPLAN_MST|
BP|PLANT_CD|공장코드|VARCHAR2|(7)||Y|4|BP_EXPLAN_MST|
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|5|BP_EXPLAN_MST|
BP|PURGRP_CD|구매그룹코드|VARCHAR2|(20)|||8|BP_EXPLAN_MST|
BP|PURORG_CD|구매조직코드|VARCHAR2|(20)|||7|BP_EXPLAN_MST|
BP|RMK_DC|비고내역|VARCHAR2|(200)|||13|BP_EXPLAN_MST|
BP|UPDATE_DTS|수정일시|DATE||||21|BP_EXPLAN_MST|
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||18|BP_EXPLAN_MST|
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||19|BP_EXPLAN_MST|
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||20|BP_EXPLAN_MST|
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EXPLAN_MST|
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EXPPLAN_DTL|경비계획디테일
BP|CC_CD|비용센터코드|VARCHAR2|(20)||Y|4|BP_EXPPLAN_DTL|경비계획디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EXPPLAN_DTL|경비계획디테일
BP|EXPENSPLAN_AMT|경비계획금액|NUMBER|(19,4)|||7|BP_EXPPLAN_DTL|경비계획디테일
BP|INSERT_DTS|등록일시|DATE||||11|BP_EXPPLAN_DTL|경비계획디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||8|BP_EXPPLAN_DTL|경비계획디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||9|BP_EXPPLAN_DTL|경비계획디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|BP_EXPPLAN_DTL|경비계획디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|5|BP_EXPPLAN_DTL|경비계획디테일
BP|PLAN_YM|계획년월|VARCHAR2|(6)||Y|6|BP_EXPPLAN_DTL|경비계획디테일
BP|UPDATE_DTS|수정일시|DATE||||15|BP_EXPPLAN_DTL|경비계획디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|BP_EXPPLAN_DTL|경비계획디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|BP_EXPPLAN_DTL|경비계획디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|BP_EXPPLAN_DTL|경비계획디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EXPPLAN_DTL|경비계획디테일
BP|BG_CD|예산코드|VARCHAR2|(20)|||7|BP_EXPPLAN_MST|경비계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_EXPPLAN_MST|경비계획마스터
BP|CC_CD|비용센터코드|VARCHAR2|(20)||Y|4|BP_EXPPLAN_MST|경비계획마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_EXPPLAN_MST|경비계획마스터
BP|DEPT_CD|부서코드|VARCHAR2|(20)|||6|BP_EXPPLAN_MST|경비계획마스터
BP|ELEMENT_CD|원가요소코드|VARCHAR2|(20)|||8|BP_EXPPLAN_MST|경비계획마스터
BP|INSERT_DTS|등록일시|DATE||||13|BP_EXPPLAN_MST|경비계획마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||10|BP_EXPPLAN_MST|경비계획마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||11|BP_EXPPLAN_MST|경비계획마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||12|BP_EXPPLAN_MST|경비계획마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|5|BP_EXPPLAN_MST|경비계획마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||9|BP_EXPPLAN_MST|경비계획마스터
BP|UPDATE_DTS|수정일시|DATE||||17|BP_EXPPLAN_MST|경비계획마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||14|BP_EXPPLAN_MST|경비계획마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||15|BP_EXPPLAN_MST|경비계획마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||16|BP_EXPPLAN_MST|경비계획마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_EXPPLAN_MST|경비계획마스터
BP|ACCT_CD|계정코드|VARCHAR2|(20)|||5|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|CHG_WGS_CD|변동급여코드|VARCHAR2|(5)||Y|4|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|INSERT_DTS|등록일시|DATE||||10|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|RMK_DC|비고내역|VARCHAR2|(200)|||6|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|UPDATE_DTS|수정일시|DATE||||14|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_FLUCTACCT_INFO|변동급여계정설정정보
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_FLUCT_DTL|변동급여계획디테일
BP|CHG_WGS_AMT|변동급여금액|NUMBER|(19,4)|||6|BP_FLUCT_DTL|변동급여계획디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_FLUCT_DTL|변동급여계획디테일
BP|INSERT_DTS|등록일시|DATE||||10|BP_FLUCT_DTL|변동급여계획디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_FLUCT_DTL|변동급여계획디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_FLUCT_DTL|변동급여계획디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_FLUCT_DTL|변동급여계획디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_FLUCT_DTL|변동급여계획디테일
BP|PLAN_YM|계획년월|VARCHAR2|(6)||Y|5|BP_FLUCT_DTL|변동급여계획디테일
BP|UPDATE_DTS|수정일시|DATE||||14|BP_FLUCT_DTL|변동급여계획디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_FLUCT_DTL|변동급여계획디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_FLUCT_DTL|변동급여계획디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_FLUCT_DTL|변동급여계획디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_FLUCT_DTL|변동급여계획디테일
BP|ACCTTYPE_CD|계정유형코드|VARCHAR2|(5)|||8|BP_FLUCT_MST|변동급여계획마스터
BP|ACCT_CD|계정코드|VARCHAR2|(20)|||10|BP_FLUCT_MST|변동급여계획마스터
BP|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||5|BP_FLUCT_MST|변동급여계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_FLUCT_MST|변동급여계획마스터
BP|CC_CD|비용센터코드|VARCHAR2|(20)|||7|BP_FLUCT_MST|변동급여계획마스터
BP|CHG_WGS_CD|변동급여코드|VARCHAR2|(5)|||9|BP_FLUCT_MST|변동급여계획마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_FLUCT_MST|변동급여계획마스터
BP|DEPT_CD|부서코드|VARCHAR2|(20)|||6|BP_FLUCT_MST|변동급여계획마스터
BP|EXCH_CD|환종코드|VARCHAR2|(5)|||11|BP_FLUCT_MST|변동급여계획마스터
BP|INSERT_DTS|등록일시|DATE||||16|BP_FLUCT_MST|변동급여계획마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||13|BP_FLUCT_MST|변동급여계획마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||14|BP_FLUCT_MST|변동급여계획마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||15|BP_FLUCT_MST|변동급여계획마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_FLUCT_MST|변동급여계획마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||12|BP_FLUCT_MST|변동급여계획마스터
BP|UPDATE_DTS|수정일시|DATE||||20|BP_FLUCT_MST|변동급여계획마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||17|BP_FLUCT_MST|변동급여계획마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||18|BP_FLUCT_MST|변동급여계획마스터
